Date,UserID,RecipeID,Event
2022-01-10 17:57:49,590,240,view_comments
2022-01-10 19:29:03,1550,47,view_recipe
2022-01-10 19:31:02,1550,47,short_description
2022-01-10 19:32:07,1550,47,steps
2022-01-10 19:33:55,1550,47,view_comments
2022-01-10 20:21:26,46,420,view_recipe
2022-01-10 20:21:44,46,420,short_description
2022-01-10 20:23:38,46,420,long_description
2022-01-10 20:25:22,46,420,steps
2022-01-10 20:28:38,277,195,view_recipe
2022-01-10 20:29:37,277,195,short_description
2022-01-10 20:31:07,277,195,steps
2022-01-10 21:05:07,1610,253,view_recipe
2022-01-10 21:06:30,1610,253,short_description
2022-01-10 21:09:00,1610,253,steps
2022-01-10 21:12:01,235,335,view_recipe
2022-01-10 21:12:16,1618,267,view_recipe
2022-01-10 21:13:20,1618,267,short_description
2022-01-10 21:14:12,1618,267,steps
2022-01-10 21:14:57,235,335,short_description
2022-01-10 21:17:55,235,335,steps
2022-01-10 21:18:52,235,335,view_comments
2022-01-10 21:26:53,606,244,view_recipe
2022-01-10 21:29:03,606,244,short_description
2022-01-10 21:29:27,606,244,long_description
2022-01-10 21:30:26,606,244,steps
2022-01-10 21:35:34,1598,165,view_recipe
2022-01-10 21:37:45,1598,165,short_description
2022-01-10 21:39:35,1598,165,long_description
2022-01-10 21:42:21,1598,165,steps
2022-01-10 21:49:12,1175,213,view_recipe
2022-01-10 21:49:21,1175,213,short_description
2022-01-10 21:50:21,1175,213,steps
2022-01-10 21:51:08,1175,213,view_comments
2022-01-10 21:56:53,544,95,view_recipe
2022-01-10 21:58:25,544,95,short_description
2022-01-10 21:59:46,544,95,long_description
2022-01-10 22:01:41,544,95,steps
2022-01-10 22:44:53,1277,489,view_recipe
2022-01-10 22:47:21,1277,489,short_description
2022-01-10 22:48:56,1277,489,steps
2022-01-10 23:28:47,1171,44,view_recipe
2022-01-10 23:30:41,1171,44,short_description
2022-01-10 23:31:38,1171,44,steps
2022-01-10 23:33:45,1171,44,view_comments
2022-01-10 23:37:54,1331,458,view_recipe
2022-01-10 23:39:16,1331,458,short_description
2022-01-10 23:40:06,1331,458,steps
2022-01-11 01:30:59,1109,152,view_recipe
2022-01-11 01:31:59,1109,152,short_description
2022-01-11 01:32:05,1109,152,steps
2022-01-11 01:43:34,605,13,view_recipe
2022-01-11 01:45:33,605,13,short_description
2022-01-11 01:46:58,605,13,long_description
2022-01-11 01:47:16,605,13,steps
2022-01-11 01:48:02,605,13,view_comments
2022-01-11 02:19:05,1913,295,view_recipe
2022-01-11 02:19:58,1913,295,short_description
2022-01-11 02:22:00,1913,295,steps
2022-01-11 02:34:56,143,92,view_recipe
2022-01-11 02:35:41,143,92,long_description
2022-01-11 02:36:09,143,92,steps
2022-01-11 02:37:26,1480,436,view_recipe
2022-01-11 02:38:20,1480,436,short_description
2022-01-11 02:40:02,1480,436,long_description
2022-01-11 02:40:14,1480,436,steps
2022-01-11 02:41:11,1480,436,view_comments
2022-01-11 03:17:31,1440,198,view_recipe
2022-01-11 03:17:31,1515,260,view_recipe
2022-01-11 03:19:43,1515,260,short_description
2022-01-11 03:19:59,1440,198,short_description
2022-01-11 03:21:43,1515,260,steps
2022-01-11 03:22:10,1440,198,steps
2022-01-11 03:24:23,1440,198,view_comments
2022-01-11 03:56:29,1943,146,view_recipe
2022-01-11 03:57:42,1943,146,short_description
2022-01-11 03:58:44,617,263,view_recipe
2022-01-11 03:59:15,1943,146,steps
2022-01-11 04:00:08,1943,146,view_comments
2022-01-11 04:00:51,617,263,short_description
2022-01-11 04:01:24,617,263,long_description
2022-01-11 04:02:29,617,263,steps
2022-01-11 04:59:32,833,421,view_recipe
2022-01-11 05:01:46,833,421,short_description
2022-01-11 05:04:19,833,421,long_description
2022-01-11 05:05:04,1845,323,view_recipe
2022-01-11 05:05:12,833,421,steps
2022-01-11 05:06:10,833,421,view_comments
2022-01-11 05:06:33,1845,323,short_description
2022-01-11 05:07:19,1845,323,steps
2022-01-11 05:14:19,947,441,view_recipe
2022-01-11 05:14:40,947,441,short_description
2022-01-11 05:15:27,947,441,long_description
2022-01-11 05:16:13,947,441,steps
2022-01-11 05:19:12,947,441,view_comments
2022-01-11 05:56:35,850,109,view_recipe
2022-01-11 05:59:08,850,109,short_description
2022-01-11 06:01:15,850,109,long_description
2022-01-11 06:02:17,850,109,steps
2022-01-11 06:23:04,337,128,view_recipe
2022-01-11 06:23:20,337,128,short_description
2022-01-11 06:25:02,337,128,steps
2022-01-11 07:22:00,726,410,view_recipe
2022-01-11 07:24:03,726,410,short_description
2022-01-11 07:25:28,726,410,long_description
2022-01-11 07:27:17,726,410,steps
2022-01-11 09:18:12,550,232,view_recipe
2022-01-11 09:19:38,550,232,short_description
2022-01-11 09:20:12,550,232,steps
2022-01-11 09:21:58,550,232,view_comments
2022-01-11 09:39:51,1660,197,view_recipe
2022-01-11 09:40:21,1660,197,short_description
2022-01-11 09:42:56,1660,197,steps
2022-01-11 10:00:42,690,398,view_recipe
2022-01-11 10:01:28,690,398,short_description
2022-01-11 10:02:43,690,398,steps
2022-01-11 10:03:28,162,309,view_recipe
2022-01-11 10:04:56,162,309,short_description
2022-01-11 10:07:46,162,309,long_description
2022-01-11 10:10:11,162,309,steps
2022-01-11 10:32:29,816,49,view_recipe
2022-01-11 10:33:32,1518,318,view_recipe
2022-01-11 10:34:06,1518,318,short_description
2022-01-11 10:34:08,816,49,short_description
2022-01-11 10:34:12,1518,318,steps
2022-01-11 10:37:05,816,49,steps
2022-01-11 10:44:02,1694,5,view_recipe
2022-01-11 10:45:14,1694,5,short_description
2022-01-11 10:46:23,1694,5,long_description
2022-01-11 10:48:50,1694,5,steps
2022-01-11 10:51:25,1694,5,view_comments
2022-01-11 11:21:29,1116,205,view_recipe
2022-01-11 11:23:27,1116,205,short_description
2022-01-11 11:26:10,1116,205,long_description
2022-01-11 11:28:35,1116,205,steps
2022-01-11 12:21:23,1788,180,view_recipe
2022-01-11 12:22:15,1788,180,steps
2022-01-11 12:31:07,1944,441,view_recipe
2022-01-11 12:31:20,1944,441,short_description
2022-01-11 12:33:08,1944,441,steps
2022-01-11 12:34:03,1944,441,view_comments
2022-01-11 13:14:26,1747,39,view_recipe
2022-01-11 13:16:55,1747,39,short_description
2022-01-11 13:18:05,1747,39,long_description
2022-01-11 13:19:22,1747,39,steps
2022-01-11 13:31:40,1235,462,view_recipe
2022-01-11 13:34:10,1235,462,short_description
2022-01-11 13:35:41,1235,462,long_description
2022-01-11 13:36:17,1235,462,steps
2022-01-11 13:57:35,1044,320,view_recipe
2022-01-11 13:58:36,1044,320,short_description
2022-01-11 13:59:13,1044,320,long_description
2022-01-11 14:01:55,1044,320,steps
2022-01-11 14:07:05,245,353,view_recipe
2022-01-11 14:09:21,245,353,short_description
2022-01-11 14:10:37,678,142,view_recipe
2022-01-11 14:11:28,245,353,steps
2022-01-11 14:12:53,678,142,short_description
2022-01-11 14:14:51,678,142,steps
2022-01-11 14:44:26,1524,300,view_recipe
2022-01-11 14:45:59,1524,300,short_description
2022-01-11 14:47:24,1524,300,steps
2022-01-11 15:38:04,380,197,view_recipe
2022-01-11 15:40:18,380,197,short_description
2022-01-11 15:41:22,380,197,long_description
2022-01-11 15:43:03,380,197,steps
2022-01-11 16:17:55,1340,454,view_recipe
2022-01-11 16:18:55,1340,454,short_description
2022-01-11 16:21:23,1340,454,steps
2022-01-11 16:23:11,1340,454,view_comments
2022-01-11 16:29:04,1907,242,view_recipe
2022-01-11 16:30:07,1907,242,short_description
2022-01-11 16:31:49,1907,242,steps
2022-01-11 17:15:51,1176,295,view_recipe
2022-01-11 17:18:46,1176,295,short_description
2022-01-11 17:19:41,1176,295,steps
2022-01-11 17:54:27,718,21,view_recipe
2022-01-11 17:57:07,718,21,short_description
2022-01-11 17:59:07,718,21,long_description
2022-01-11 18:00:19,718,21,steps
2022-01-11 18:01:48,718,21,view_comments
2022-01-11 18:02:16,1245,295,view_recipe
2022-01-11 18:04:26,1245,295,short_description
2022-01-11 18:04:50,1245,295,long_description
2022-01-11 18:04:58,1245,295,steps
2022-01-11 18:11:49,105,186,view_recipe
2022-01-11 18:14:33,105,186,short_description
2022-01-11 18:15:42,105,186,long_description
2022-01-11 18:18:21,105,186,steps
2022-01-11 18:18:21,738,429,view_recipe
2022-01-11 18:21:02,738,429,short_description
2022-01-11 18:23:16,738,429,steps
2022-01-11 18:24:38,738,429,view_comments
2022-01-11 18:40:22,1510,448,view_recipe
2022-01-11 18:40:43,1510,448,short_description
2022-01-11 18:41:40,1510,448,long_description
2022-01-11 18:44:35,1510,448,steps
2022-01-11 19:13:43,845,266,view_recipe
2022-01-11 19:16:14,845,266,short_description
2022-01-11 19:17:28,845,266,steps
2022-01-11 19:22:14,358,336,view_recipe
2022-01-11 19:23:41,358,336,short_description
2022-01-11 19:24:02,358,336,steps
2022-01-11 19:34:07,1617,297,view_recipe
2022-01-11 19:34:45,1617,297,short_description
2022-01-11 19:35:30,1617,297,long_description
2022-01-11 19:35:55,1617,297,steps
2022-01-11 19:51:41,1852,158,view_recipe
2022-01-11 19:52:41,1852,158,short_description
2022-01-11 19:53:03,1852,158,steps
2022-01-11 20:13:17,964,171,view_recipe
2022-01-11 20:13:57,964,171,short_description
2022-01-11 20:15:04,964,171,steps
2022-01-11 20:16:47,964,171,view_comments
2022-01-11 20:36:20,435,330,view_recipe
2022-01-11 20:37:06,88,24,view_recipe
2022-01-11 20:37:53,435,330,short_description
2022-01-11 20:38:04,88,24,short_description
2022-01-11 20:38:08,435,330,long_description
2022-01-11 20:39:11,435,330,steps
2022-01-11 20:39:22,88,24,long_description
2022-01-11 20:41:58,88,24,steps
2022-01-11 20:43:51,88,24,view_comments
2022-01-11 20:51:32,386,193,view_recipe
2022-01-11 20:52:06,386,193,short_description
2022-01-11 20:53:01,386,193,steps
2022-01-11 20:54:29,386,193,view_comments
2022-01-11 21:09:34,859,494,view_recipe
2022-01-11 21:12:02,859,494,short_description
2022-01-11 21:13:10,859,494,long_description
2022-01-11 21:14:29,859,494,steps
2022-01-11 21:17:24,859,494,view_comments
2022-01-11 21:47:15,584,439,view_recipe
2022-01-11 21:50:02,584,439,long_description
2022-01-11 21:52:41,584,439,steps
2022-01-11 22:06:15,1518,356,view_recipe
2022-01-11 22:06:49,1518,356,short_description
2022-01-11 22:08:56,1518,356,long_description
2022-01-11 22:10:37,1518,356,steps
2022-01-11 22:13:24,1518,356,view_comments
2022-01-11 22:46:58,1538,37,view_recipe
2022-01-11 22:47:10,1538,37,short_description
2022-01-11 22:47:38,1618,439,view_recipe
2022-01-11 22:49:20,1618,439,short_description
2022-01-11 22:49:58,1538,37,long_description
2022-01-11 22:51:38,1618,439,long_description
2022-01-11 22:52:22,1538,37,steps
2022-01-11 22:53:24,1618,439,steps
2022-01-11 22:56:19,1618,439,view_comments
2022-01-11 22:58:24,788,169,view_recipe
2022-01-11 22:59:15,788,169,short_description
2022-01-11 23:00:33,788,169,long_description
2022-01-11 23:01:44,788,169,steps
2022-01-11 23:30:29,36,80,view_recipe
2022-01-11 23:32:53,36,80,short_description
2022-01-11 23:34:40,36,80,long_description
2022-01-11 23:36:53,36,80,steps
2022-01-11 23:37:02,956,16,view_recipe
2022-01-11 23:37:22,36,80,view_comments
2022-01-11 23:38:54,956,16,short_description
2022-01-11 23:40:58,956,16,steps
2022-01-11 23:41:07,956,16,view_comments
2022-01-11 23:50:17,1957,290,view_recipe
2022-01-11 23:52:30,1957,290,short_description
2022-01-11 23:52:38,1957,290,long_description
2022-01-11 23:54:42,1957,290,steps
2022-01-11 23:56:41,1957,290,view_comments
2022-01-12 00:04:43,624,338,view_recipe
2022-01-12 00:06:06,624,338,steps
2022-01-12 00:06:15,624,338,view_comments
2022-01-12 00:19:37,1486,191,view_recipe
2022-01-12 00:20:12,1486,191,short_description
2022-01-12 00:20:32,1486,191,long_description
2022-01-12 00:21:13,1486,191,steps
2022-01-12 00:35:07,1279,45,view_recipe
2022-01-12 00:36:11,1279,45,short_description
2022-01-12 00:37:32,1279,45,steps
2022-01-12 00:39:28,1654,46,view_recipe
2022-01-12 00:41:12,1654,46,short_description
2022-01-12 00:44:12,1654,46,long_description
2022-01-12 00:45:09,1654,46,steps
2022-01-12 00:50:31,1216,377,view_recipe
2022-01-12 00:52:56,1216,377,short_description
2022-01-12 00:55:25,1216,377,steps
2022-01-12 00:56:37,1474,92,view_recipe
2022-01-12 00:56:54,1474,92,short_description
2022-01-12 00:59:03,1474,92,steps
2022-01-12 01:43:54,719,305,view_recipe
2022-01-12 01:45:14,719,305,short_description
2022-01-12 01:48:00,719,305,steps
2022-01-12 02:00:17,1364,322,view_recipe
2022-01-12 02:01:46,1364,322,short_description
2022-01-12 02:04:14,1364,322,steps
2022-01-12 02:05:53,1364,322,view_comments
2022-01-12 02:30:02,262,263,view_recipe
2022-01-12 02:30:59,262,263,short_description
2022-01-12 02:31:56,262,263,steps
2022-01-12 02:38:45,460,76,view_recipe
2022-01-12 02:38:51,460,76,short_description
2022-01-12 02:40:30,460,76,steps
2022-01-12 02:57:13,1119,384,view_recipe
2022-01-12 02:59:45,1119,384,short_description
2022-01-12 03:00:03,1119,384,long_description
2022-01-12 03:00:33,1789,214,view_recipe
2022-01-12 03:02:03,1789,214,short_description
2022-01-12 03:02:57,1119,384,steps
2022-01-12 03:04:15,1789,214,steps
2022-01-12 03:33:25,708,330,view_recipe
2022-01-12 03:36:00,708,330,short_description
2022-01-12 03:38:51,708,330,long_description
2022-01-12 03:40:24,708,330,steps
2022-01-12 03:41:21,708,330,view_comments
2022-01-12 03:58:10,734,87,view_recipe
2022-01-12 03:59:21,734,87,short_description
2022-01-12 03:59:57,734,87,steps
2022-01-12 04:23:59,1008,113,view_recipe
2022-01-12 04:24:19,1008,113,short_description
2022-01-12 04:24:36,1008,113,steps
2022-01-12 04:25:15,1116,328,view_recipe
2022-01-12 04:27:23,1116,328,short_description
2022-01-12 04:28:01,1116,328,long_description
2022-01-12 04:29:20,1116,328,steps
2022-01-12 04:45:17,79,92,view_recipe
2022-01-12 04:47:11,79,92,short_description
2022-01-12 04:49:29,79,92,long_description
2022-01-12 04:51:51,79,92,steps
2022-01-12 04:51:57,79,92,view_comments
2022-01-12 05:12:57,978,241,view_recipe
2022-01-12 05:14:29,978,241,short_description
2022-01-12 05:17:11,978,241,steps
2022-01-12 05:21:13,370,306,view_recipe
2022-01-12 05:22:22,370,306,short_description
2022-01-12 05:23:06,370,306,steps
2022-01-12 06:42:03,1165,145,view_recipe
2022-01-12 06:42:33,1165,145,short_description
2022-01-12 06:44:04,1165,145,long_description
2022-01-12 06:45:41,1165,145,steps
2022-01-12 06:50:59,304,410,view_recipe
2022-01-12 06:53:20,304,410,short_description
2022-01-12 06:55:23,304,410,steps
2022-01-12 06:57:30,54,494,view_recipe
2022-01-12 07:00:09,54,494,short_description
2022-01-12 07:02:21,54,494,long_description
2022-01-12 07:02:41,660,74,view_recipe
2022-01-12 07:03:49,54,494,steps
2022-01-12 07:05:09,660,74,short_description
2022-01-12 07:05:28,660,74,steps
2022-01-12 07:05:36,54,494,view_comments
2022-01-12 07:24:20,608,470,view_recipe
2022-01-12 07:25:22,608,470,short_description
2022-01-12 07:27:44,608,470,steps
2022-01-12 07:30:38,608,470,view_comments
2022-01-12 07:49:08,1412,462,view_recipe
2022-01-12 07:49:51,1412,462,short_description
2022-01-12 07:50:22,1335,355,view_recipe
2022-01-12 07:51:02,1335,355,short_description
2022-01-12 07:51:19,1335,355,long_description
2022-01-12 07:52:20,1412,462,long_description
2022-01-12 07:53:04,1412,462,steps
2022-01-12 07:53:06,1335,355,steps
2022-01-12 07:53:22,1335,355,view_comments
2022-01-12 08:58:44,1189,53,view_recipe
2022-01-12 08:59:39,1189,53,short_description
2022-01-12 09:01:35,1189,53,long_description
2022-01-12 09:02:27,837,166,view_recipe
2022-01-12 09:03:01,1189,53,steps
2022-01-12 09:03:06,837,166,short_description
2022-01-12 09:05:47,837,166,long_description
2022-01-12 09:07:36,837,166,steps
2022-01-12 09:20:05,1286,48,view_recipe
2022-01-12 09:23:04,1286,48,short_description
2022-01-12 09:24:58,1286,48,long_description
2022-01-12 09:26:09,1286,48,steps
2022-01-12 09:26:35,1286,48,view_comments
2022-01-12 09:29:32,974,225,view_recipe
2022-01-12 09:32:21,974,225,short_description
2022-01-12 09:33:56,974,225,long_description
2022-01-12 09:35:23,974,225,steps
2022-01-12 09:38:43,1397,467,view_recipe
2022-01-12 09:41:01,1397,467,short_description
2022-01-12 09:42:46,1397,467,long_description
2022-01-12 09:43:39,1397,467,steps
2022-01-12 09:43:53,1397,467,view_comments
2022-01-12 10:16:17,1452,231,view_recipe
2022-01-12 10:18:04,1452,231,short_description
2022-01-12 10:19:58,1452,231,steps
2022-01-12 10:20:58,1452,231,view_comments
2022-01-12 10:37:15,1231,392,view_recipe
2022-01-12 10:39:55,1231,392,short_description
2022-01-12 10:41:30,1231,392,long_description
2022-01-12 10:42:19,1231,392,steps
2022-01-12 10:43:10,1878,129,view_recipe
2022-01-12 10:43:52,1878,129,short_description
2022-01-12 10:45:30,1878,129,steps
2022-01-12 11:11:19,894,287,view_recipe
2022-01-12 11:12:34,894,287,short_description
2022-01-12 11:14:58,894,287,steps
2022-01-12 11:17:21,894,287,view_comments
2022-01-12 12:04:18,1537,489,view_recipe
2022-01-12 12:06:05,1537,489,short_description
2022-01-12 12:07:05,1537,489,steps
2022-01-12 12:07:42,1537,489,view_comments
2022-01-12 12:33:22,237,227,view_recipe
2022-01-12 12:36:01,237,227,short_description
2022-01-12 12:36:30,237,227,long_description
2022-01-12 12:36:56,237,227,steps
2022-01-12 13:33:48,1366,92,view_recipe
2022-01-12 13:34:14,325,307,view_recipe
2022-01-12 13:35:10,325,307,short_description
2022-01-12 13:35:42,325,307,steps
2022-01-12 13:35:48,325,307,view_comments
2022-01-12 13:36:37,1366,92,short_description
2022-01-12 13:38:04,1366,92,long_description
2022-01-12 13:39:46,1366,92,steps
2022-01-12 13:40:18,1366,92,view_comments
2022-01-12 14:32:23,186,106,view_recipe
2022-01-12 14:34:11,186,106,short_description
2022-01-12 14:35:07,186,106,long_description
2022-01-12 14:35:18,186,106,steps
2022-01-12 14:37:48,186,106,view_comments
2022-01-12 15:49:05,144,329,view_recipe
2022-01-12 15:49:53,144,329,short_description
2022-01-12 15:51:21,144,329,long_description
2022-01-12 15:52:58,144,329,steps
2022-01-12 15:54:40,144,329,view_comments
2022-01-12 17:21:21,1506,74,view_recipe
2022-01-12 17:22:55,1506,74,short_description
2022-01-12 17:25:06,1506,74,long_description
2022-01-12 17:27:19,1506,74,steps
2022-01-12 18:23:52,1275,412,view_recipe
2022-01-12 18:24:28,1275,412,short_description
2022-01-12 18:24:59,1275,412,long_description
2022-01-12 18:25:46,1275,412,steps
2022-01-12 18:26:08,1275,412,view_comments
2022-01-12 18:41:31,1675,137,view_recipe
2022-01-12 18:42:04,1675,137,short_description
2022-01-12 18:43:06,1675,137,steps
2022-01-12 18:51:47,1922,419,view_recipe
2022-01-12 18:52:50,1922,419,long_description
2022-01-12 18:53:37,1922,419,steps
2022-01-12 19:15:26,116,232,view_recipe
2022-01-12 19:15:38,182,444,view_recipe
2022-01-12 19:17:07,182,444,short_description
2022-01-12 19:17:31,116,232,short_description
2022-01-12 19:18:33,116,232,steps
2022-01-12 19:19:53,182,444,long_description
2022-01-12 19:20:11,182,444,steps
2022-01-12 19:21:29,116,232,view_comments
2022-01-12 19:21:53,182,444,view_comments
2022-01-12 19:49:33,1609,65,view_recipe
2022-01-12 19:50:17,1609,65,short_description
2022-01-12 19:50:50,1609,65,long_description
2022-01-12 19:51:47,1609,65,steps
2022-01-12 20:22:50,1178,65,view_recipe
2022-01-12 20:25:02,1178,65,short_description
2022-01-12 20:27:51,1178,65,long_description
2022-01-12 20:28:09,1178,65,steps
2022-01-12 21:15:14,262,16,view_recipe
2022-01-12 21:17:31,262,16,short_description
2022-01-12 21:18:39,262,16,long_description
2022-01-12 21:21:24,262,16,steps
2022-01-12 21:24:15,262,16,view_comments
2022-01-12 21:40:09,1017,342,view_recipe
2022-01-12 21:40:55,1017,342,short_description
2022-01-12 21:43:11,1017,342,long_description
2022-01-12 21:44:54,1017,342,steps
2022-01-12 22:07:53,535,312,view_recipe
2022-01-12 22:08:57,535,312,short_description
2022-01-12 22:09:51,535,312,steps
2022-01-12 22:13:27,353,320,view_recipe
2022-01-12 22:15:23,9,293,view_recipe
2022-01-12 22:15:54,9,293,short_description
2022-01-12 22:15:57,353,320,short_description
2022-01-12 22:16:32,353,320,steps
2022-01-12 22:17:25,9,293,long_description
2022-01-12 22:18:48,9,293,steps
2022-01-12 22:18:57,353,320,view_comments
2022-01-13 00:00:05,1009,253,view_recipe
2022-01-13 00:00:15,1009,253,short_description
2022-01-13 00:00:43,1009,253,long_description
2022-01-13 00:01:13,1009,253,steps
2022-01-13 00:11:02,308,389,view_recipe
2022-01-13 00:11:15,308,389,short_description
2022-01-13 00:13:25,308,389,long_description
2022-01-13 00:16:19,308,389,steps
2022-01-13 00:16:40,308,389,view_comments
2022-01-13 00:37:32,1553,208,view_recipe
2022-01-13 00:39:02,1553,208,short_description
2022-01-13 00:39:45,1553,208,steps
2022-01-13 00:42:11,1553,208,view_comments
2022-01-13 00:51:28,726,292,view_recipe
2022-01-13 00:52:06,726,292,short_description
2022-01-13 00:52:32,726,292,steps
2022-01-13 00:52:35,108,458,view_recipe
2022-01-13 00:55:04,108,458,short_description
2022-01-13 00:55:57,108,458,long_description
2022-01-13 00:57:19,1002,241,view_recipe
2022-01-13 00:57:47,108,458,steps
2022-01-13 00:59:17,1002,241,short_description
2022-01-13 01:00:08,1002,241,steps
2022-01-13 01:05:26,176,330,view_recipe
2022-01-13 01:06:29,176,330,short_description
2022-01-13 01:07:48,176,330,steps
2022-01-13 01:09:24,176,330,view_comments
2022-01-13 01:30:33,1656,243,view_recipe
2022-01-13 01:31:54,1656,243,short_description
2022-01-13 01:32:23,1656,243,steps
2022-01-13 01:33:14,1656,243,view_comments
2022-01-13 02:45:52,259,109,view_recipe
2022-01-13 02:46:49,259,109,short_description
2022-01-13 02:47:20,259,109,long_description
2022-01-13 02:47:43,259,109,steps
2022-01-13 02:48:39,259,109,view_comments
2022-01-13 02:57:07,1677,390,view_recipe
2022-01-13 02:58:04,1677,390,short_description
2022-01-13 02:58:24,1677,390,long_description
2022-01-13 03:00:30,1677,390,steps
2022-01-13 03:13:24,1164,112,view_recipe
2022-01-13 03:13:34,1164,112,short_description
2022-01-13 03:14:40,1164,112,long_description
2022-01-13 03:17:07,1164,112,steps
2022-01-13 03:17:37,621,188,view_recipe
2022-01-13 03:19:56,621,188,short_description
2022-01-13 03:22:04,621,188,long_description
2022-01-13 03:25:01,621,188,steps
2022-01-13 03:35:39,1049,200,view_recipe
2022-01-13 03:36:36,1049,200,short_description
2022-01-13 03:37:00,1049,200,long_description
2022-01-13 03:39:09,1049,200,steps
2022-01-13 03:46:28,641,161,view_recipe
2022-01-13 03:46:35,641,161,short_description
2022-01-13 03:46:42,413,308,view_recipe
2022-01-13 03:47:28,413,308,short_description
2022-01-13 03:48:12,641,161,long_description
2022-01-13 03:49:00,413,308,long_description
2022-01-13 03:49:09,641,161,steps
2022-01-13 03:50:20,641,161,view_comments
2022-01-13 03:51:03,413,308,steps
2022-01-13 04:21:47,962,269,view_recipe
2022-01-13 04:23:05,962,269,short_description
2022-01-13 04:24:10,962,269,steps
2022-01-13 04:25:08,962,269,view_comments
2022-01-13 05:01:50,1018,217,view_recipe
2022-01-13 05:04:17,1018,217,short_description
2022-01-13 05:04:58,1018,217,steps
2022-01-13 05:21:10,486,204,view_recipe
2022-01-13 05:23:23,486,204,short_description
2022-01-13 05:24:40,486,204,long_description
2022-01-13 05:25:53,486,204,steps
2022-01-13 05:26:31,486,204,view_comments
2022-01-13 05:26:37,506,335,view_recipe
